Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
55000 - Public Health and Welfare,FY12,55751,Recycling Center,513,Workman's Compensation Insurance,"4,328.00",,fund116FY12.pdf,2
55000 - Public Health and Welfare,FY12,55751,Recycling Center,718,Motor Vehicles,-4,,fund116FY12.pdf,2
55000 - Public Health and Welfare,FY12,55751,Recycling Center,733,Solid Waste Equipment,"2,939.63",,fund116FY12.pdf,2
55000 - Public Health and Welfare,FY12,55751,Recycling Center,,,,"322,976.07",fund116FY12.pdf,2
,FY12,,Fund 116 Total,,,,"356,045.60",fund116FY12.pdf,2
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,101,County Official/Administrative Officer,"2,888.96",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,149,Laborers,"16,137.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,201,Social Security,"1,422.70",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,210,Unemployment Compensation,52.43,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,342.68,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,425,Gasoline,"1,740.56",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,429,Instructional Supplies,"5,915.70",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,499,Other Supplies And Materials,525.07,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,718,Motor Vehicles,"1,395.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,790,Other Equipment,0,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55731,Waste Pickup,,,,"30,420.10",fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,103,Assistant(s),"2,822.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,149,Laborers,"85,513.70",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,169,Part-Time Personnel,"7,722.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,186,Longevity Pay,"6,000.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,189,Other Salaries & Wages,"6,959.84",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,201,Social Security,"8,005.58",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,207,Medical Insurance,"41,940.23",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,210,Unemployment Compensation,236.9,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,211,Local Retirement,523.83,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,302,Advertising,0,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,307,Communication,508.09,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,312,Contracts With Private Agencies,"93,229.42",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,504.11,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"18,019.73",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,348,Postal Charges,0,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,399,Other Contracted Services,"29,598.26",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,412,Diesel Fuel,"26,436.07",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,435,Office Supplies,0,,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,450,Tires And Tubes,"6,912.09",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,452,Utilities,"1,307.28",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,510,Trustee's Commission,"5,891.80",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,511,Vehicle And Equipment Insurance,"8,001.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,513,Workman's Compensation Insurance,"5,790.00",,fund116FY13.pdf,1
55000 - Public Health and Welfare,FY13,55751,Recycling Center,733,Solid Waste Equipment,"17,091.14",,fund116FY13.pdf,2
55000 - Public Health and Welfare,FY13,55751,Recycling Center,,,,"373,013.07",fund116FY13.pdf,2
,FY13,,Fund 116 Total,,,,"403,433.17",fund116FY13.pdf,2
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,101,County Official/Administrative Officer,"2,760.00",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,149,Laborers,"10,961.78",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,201,Social Security,"1,029.94",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,210,Unemployment Compensation,51.92,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,0,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,425,Gasoline,"1,585.19",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,429,Instructional Supplies,"5,099.84",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,499,Other Supplies And Materials,105.64,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,790,Other Equipment,0,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55731,Waste Pickup,,,,"21,594.31",fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,103,Assistant(s),"2,906.88",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,149,Laborers,"85,559.63",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,169,Part-Time Personnel,"11,225.25",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,186,Longevity Pay,"7,000.00",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,189,Other Salaries & Wages,"5,335.83",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,201,Social Security,"7,296.87",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,207,Medical Insurance,"31,559.17",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,210,Unemployment Compensation,351.86,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,211,Local Retirement,140.6,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,307,Communication,314.32,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,312,Contracts With Private Agencies,"88,800.67",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,575.46,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"24,392.06",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,348,Postal Charges,75,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,399,Other Contracted Services,"28,224.90",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,412,Diesel Fuel,"26,600.48",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,435,Office Supplies,78.24,,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,450,Tires And Tubes,"3,635.46",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,452,Utilities,"1,431.02",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,510,Trustee's Commission,"6,441.84",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,511,Vehicle And Equipment Insurance,"7,104.00",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,513,Workman's Compensation Insurance,"6,993.71",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,733,Solid Waste Equipment,"64,091.19",,fund116FY14.pdf,1
55000 - Public Health and Welfare,FY14,55751,Recycling Center,,,,"410,134.44",fund116FY14.pdf,1
,FY14,,Fund 116 Total,,,,"431,728.75",fund116FY14.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,101,County Official/Administrative Officer,"2,928.00",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,149,Laborers,"12,648.85",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,201,Social Security,"1,191.63",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,210,Unemployment Compensation,71.58,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,74,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,425,Gasoline,"1,460.37",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,429,Instructional Supplies,"5,308.45",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,499,Other Supplies And Materials,347.32,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,790,Other Equipment,0,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55731,Waste Pickup,,,,"24,030.20",fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,103,Assistant(s),"2,994.96",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,149,Laborers,"91,851.78",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,169,Part-Time Personnel,"10,507.50",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,186,Longevity Pay,"4,000.00",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,187,Overtime Pay,21.76,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,189,Other Salaries & Wages,"5,803.87",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,201,Social Security,"7,752.81",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,207,Medical Insurance,"22,210.08",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,210,Unemployment Compensation,341.18,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,211,Local Retirement,0,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,307,Communication,592.88,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,312,Contracts With Private Agencies,"107,643.99",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,622.65,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"20,049.44",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,348,Postal Charges,84.09,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,399,Other Contracted Services,"11,785.20",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,412,Diesel Fuel,"21,208.56",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,435,Office Supplies,58.6,,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,450,Tires And Tubes,"4,145.43",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,452,Utilities,"1,334.41",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,510,Trustee's Commission,"6,513.55",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,511,Vehicle And Equipment Insurance,"8,378.00",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,513,Workman's Compensation Insurance,"6,363.08",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,718,Motot Vehicles,"67,000.00",,fund116FY15.pdf,1
55000 - Public Health and Welfare,FY15,55751,Recycling Center,733,Solid Waste Equipment,"17,675.70",,fund116FY15.pdf,2
55000 - Public Health and Welfare,FY15,55751,Recycling Center,,,,"418,939.52",fund116FY15.pdf,2
,FY15,,Fund 116 Total,,,,"442,969.72",fund116FY15.pdf,2
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,101,County Official/Administrative Officer,"2,493.75",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,149,Laborers,"18,722.91",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,201,Social Security,"1,623.08",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,210,Unemployment Compensation,81.67,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,490.14,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,425,Gasoline,"1,129.94",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,429,Instructional Supplies,"4,922.74",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,499,Other Supplies And Materials,277.92,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,718,Motor Vehicles,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,790,Other Equipment,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55731,Waste Pickup,,,,"29,742.15",fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,103,Assistant(s),"3,085.00",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,149,Laborers,"72,523.14",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,169,Part-Time Personnel,"35,534.25",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,186,Longevity Pay,"4,000.00",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,189,Other Salaries & Wages,"6,006.58",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,201,Social Security,"8,718.44",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,207,Medical Insurance,"23,073.94",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,210,Unemployment Compensation,235.73,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,211,Local Retirement,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,307,Communication,558.35,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,312,Contracts With Private Agencies,"160,991.28",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,115.55,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"23,117.93",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,348,Postal Charges,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,399,Other Contracted Services,"14,938.85",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,412,Diesel Fuel,"13,903.81",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,429,Instructional Supplies,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,435,Office Supplies,0,,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,450,Tires And Tubes,"5,052.99",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,452,Utilities,"1,145.08",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,510,Trustee's Commission,"6,784.13",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,511,Vehicle And Equipment Insurance,"8,602.00",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,513,Workman's Compensation Insurance,"5,748.00",,fund116FY16.pdf,1
55000 - Public Health and Welfare,FY16,55751,Recycling Center,733,Solid Waste Equipment,"7,620.28",,fund116FY16.pdf,2
55000 - Public Health and Welfare,FY16,55751,Recycling Center,,,,"401,755.33",fund116FY16.pdf,2
,FY16,,Fund 116 Total,,,,"431,497.48",fund116FY16.pdf,2
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,101,County Official/Administrative Officer,"2,550.00",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,149,Laborers,"21,165.78",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,201,Social Security,"1,814.21",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,210,Unemployment Compensation,67.03,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,74.64,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,425,Gasoline,944.25,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,429,Instructional Supplies,"5,948.11",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,499,Other Supplies And Materials,346.92,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,790,Other Equipment,0,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55731,Waste Pickup,,,,"32,910.94",fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,103,Assistant(s),"3,178.08",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,149,Laborers,"65,603.50",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,169,Part-Time Personnel,"52,260.31",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,186,Longevity Pay,"4,000.00",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,189,Other Salaries & Wages,"7,513.63",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,201,Social Security,"9,740.73",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,207,Medical Insurance,"21,176.34",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,210,Unemployment Compensation,273.85,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,211,Local Retirement,0,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,307,Communication Contracts With Private Agencies,"168,475.22",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,312,Communication Contracts With Private Agencies,457.96,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,332,"Legal Notices, Recording And Court Cost",818.84,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,"51,106.27",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"33,417.26",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,348,Postal Charges,0,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,399,Other Contracted Services,"11,722.54",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,412,Diesel Fuel,"18,769.23",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,435,Office Supplies,74.43,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,450,Tires And Tubes,"5,716.43",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,452,Utilities,"1,695.96",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,510,Trustee's Commission,"7,164.07",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,511,Vehicle And Equipment Insurance,506,,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,513,Workman's Compensation Insurance,"14,916.16",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,718,Motor Vehicles,"140,857.50",,fund116FY17.pdf,1
55000 - Public Health and Welfare,FY17,55751,Recycling Center,733,Solid Waste Equipment,"59,658.45",,fund116FY17.pdf,2
55000 - Public Health and Welfare,FY17,55751,Recycling Center,,,,"679,102.76",fund116FY17.pdf,2
,FY17,,Fund 116 Total,,,,"712,013.70",fund116FY17.pdf,2
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,101,County Official/Administrative Officer,"2,637.93",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,149,Laborers,"24,035.46",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,201,Social Security,"2,040.53",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,210,Unemployment Compensation,74.46,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,355.91,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,425,Gasoline,951.51,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,429,Instructional Supplies,"11,304.47",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,499,Other Supplies And Materials,396.48,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55731,Waste Pickup,,,,"41,796.75",fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,103,Assistant(s),"3,336.96",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,149,Laborers,"56,725.34",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,169,Part-Time Personnel,"75,216.75",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,186,Longevity Pay,"4,000.00",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,189,Other Salaries & Wages,"5,573.17",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,201,Social Security,"10,500.08",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,207,Medical Insurance,"30,167.75",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,210,Unemployment Compensation,271.33,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,307,Communication,454.9,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,312,Contracts With Private Agencies,"161,380.11",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,332,"Legal Notices, Recording And Court Cost",235.68,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,335,Maintenance And Repair Services-Buildir,"7,975.74",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,338,Maintenance And Repair Services-Vehicle,"23,867.61",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,399,Other Contracted Services,"13,588.75",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,412,Diesel Fuel,"23,239.40",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,435,Office Supplies,0,,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,450,Tires And Tubes,"3,760.33",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,452,Utilities,"2,747.60",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,509,Refunds,"1,560.74",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,510,Trustee's Commission,"7,490.18",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,511,Vehicle And Equipment Insurance,"8,203.00",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,513,Workman's Compensation Insurance,"8,658.50",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,733,Solid Waste Equipment,"51,771.39",,fund116FY18.pdf,1
55000 - Public Health and Welfare,FY18,55751,Recycling Center,,,,"500,725.31",fund116FY18.pdf,1
,FY18,,Fund 116 Total,,,,"542,522.06",fund116FY18.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,101,County Official/Administrative Officer,"3,480.00",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,149,Laborers,"26,101.61",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,201,Social Security,"2,262.99",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,210,Unemployment Compensation,61.87,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,338,Maintenance And Repair Services-Vehicle,243.71,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,425,Gasoline,"1,062.53",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,429,Instructional Supplies,"7,992.79",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,499,Other Supplies And Materials,458.23,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55731,Waste Pickup,,,,"41,663.73",fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,103,Assistant(s),"3,403.92",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,105,Supervisor/Director,"24,579.00",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,149,Laborers,"69,918.69",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,169,Part-Time Personnel,"41,360.36",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,186,Longevity Pay,"5,000.00",,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,187,Overtime Pay,361.19,,fund116FY19.pdf,1
55000 - Public Health and Welfare,FY19,55751,Recycling Center,189,Other Salaries & Wages,"8,071.58",,fund116FY19.pdf,1
